,custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,id
7446,48.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,wed,3,999,2,failure,-1.8,93.075,-47.1,1.445,5099.1,999.0,6,yes,7447
3947,46.0,admin.,divorced,,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,3948
1078,,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,1079
2920,52.0,blue-collar,divorced,,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,999.0,1,no,2921
3826,30.0,admin.,single,university.degree,no,yes,no,cellular,nov,mon,1,6,1,success,-3.4,92.649,-30.1,0.722,5017.5,0.2,5,no,3827
6356,,admin.,married,,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,6357
6269,36.0,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,999.0,4,no,6270
4545,,management,married,high.school,no,no,no,cellular,nov,,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,4546
5001,39.0,admin.,married,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,5002
2640,32.0,services,married,,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,no,2641
1289,44.0,admin.,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,no,1290
1031,53.0,services,divorced,university.degree,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,no,1032
1111,31.0,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,1112
3938,45.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,999.0,2,no,3939
6945,53.0,services,married,basic.9y,no,yes,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,999.0,0,no,6946
5443,36.0,blue-collar,married,,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999.0,0,no,5444
5283,54.0,blue-collar,married,basic.4y,unknown,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,5284
7863,44.0,blue-collar,single,basic.4y,no,yes,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1,999.0,0,yes,7864
3554,31.0,admin.,divorced,high.school,no,no,no,cellular,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,3555
1755,55.0,admin.,married,high.school,unknown,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,no,1756
2888,38.0,blue-collar,married,,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,2889
6137,59.0,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,6138
6034,50.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,6035
1341,47.0,admin.,married,,unknown,yes,yes,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,1342
7452,37.0,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,yes,7453
7519,56.0,admin.,married,basic.9y,no,yes,no,cellular,aug,wed,1,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,0.133333333,2,yes,7520
2408,,retired,married,,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,no,2409
6098,,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6099
214,43.0,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,no,215
412,45.0,blue-collar,married,basic.6y,no,no,yes,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,413
3758,,entrepreneur,married,university.degree,no,yes,yes,cellular,may,,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,no,3759
2020,28.0,admin.,single,,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,2021
579,24.0,student,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,580
4366,31.0,technician,married,professional.course,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,999.0,0,no,4367
5662,30.0,technician,married,,no,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,5663
287,36.0,services,married,,no,yes,yes,telephone,jul,thu,17,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,288
2,,admin.,single,high.school,no,no,no,telephone,jun,,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,3
2541,31.0,services,single,high.school,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,2542
6142,35.0,services,married,basic.6y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,6143
6634,59.0,retired,married,,no,no,no,cellular,may,,6,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,999.0,3,no,6635
238,40.0,technician,married,university.degree,unknown,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,239
2407,,technician,single,university.degree,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,2408
3976,36.0,technician,married,,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,3977
6267,,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,6268
3569,60.0,retired,married,professional.course,no,no,yes,cellular,oct,wed,2,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,999.0,1,no,3570
3294,48.0,entrepreneur,married,,no,yes,no,cellular,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,3295
3214,41.0,technician,married,university.degree,no,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,no,3215
7808,37.0,admin.,married,,no,unknown,unknown,cellular,jul,thu,1,999,1,failure,-1.7,94.215,-40.3,0.81,4991.6,999.0,1,yes,7809
5401,28.0,blue-collar,single,high.school,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,5402
1489,58.0,technician,divorced,,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,1490
6439,41.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,6440
501,32.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,502
5469,59.0,entrepreneur,divorced,high.school,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,5470
671,,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,21,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,no,672
7311,,management,divorced,university.degree,no,no,yes,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,0.1,1,yes,7312
2663,44.0,services,divorced,,no,yes,yes,telephone,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,2664
1194,39.0,technician,single,professional.course,no,no,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no,1195
5423,26.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,5424
4258,28.0,blue-collar,single,high.school,no,no,no,cellular,jul,,3,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,999.0,0,no,4259
5026,44.0,technician,married,professional.course,unknown,yes,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,5027
6258,,admin.,divorced,,no,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,6259
4388,41.0,blue-collar,married,unknown,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,no,4389
1917,55.0,blue-collar,divorced,basic.4y,no,no,yes,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,1918
5315,39.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,5316
8155,41.0,admin.,married,,no,yes,no,cellular,apr,fri,6,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,999.0,0,yes,8156
4382,,technician,single,university.degree,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,4383
5705,27.0,technician,single,,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,5706
642,40.0,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,643
1256,31.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,1257
2539,,self-employed,married,university.degree,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,2540
7688,38.0,self-employed,married,,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,yes,7689
4712,,admin.,married,basic.9y,no,no,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,4713
2617,,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,2618
2639,44.0,self-employed,married,university.degree,no,no,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,2640
150,36.0,services,single,high.school,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,151
6007,,blue-collar,married,basic.9y,unknown,yes,yes,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,6008
2471,35.0,technician,married,professional.course,no,no,no,telephone,mar,thu,2,6,1,success,-1.8,93.369,-34.8,0.65,5008.7,0.2,1,no,2472
5976,24.0,technician,single,,no,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,no,5977
7798,,entrepreneur,married,,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,yes,7799
7744,58.0,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,999.0,0,yes,7745
2595,,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,4,6,4,failure,-1.7,94.027,-38.3,0.905,4991.6,0.2,16,no,2596
2889,,technician,married,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,no,2890
8157,,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,yes,8158
6656,51.0,admin.,married,high.school,no,no,yes,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,999.0,2,no,6657
1572,34.0,management,single,university.degree,no,no,yes,cellular,may,wed,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,no,1573
6005,,admin.,single,,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,6006
7876,,retired,married,professional.course,no,no,no,cellular,nov,fri,2,999,1,failure,-3.4,92.649,-30.1,0.718,5017.5,999.0,2,yes,7877
2421,,technician,single,,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,2422
3576,31.0,blue-collar,divorced,,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,3577
248,24.0,services,single,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,249
5999,30.0,admin.,married,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,6000
6153,47.0,blue-collar,married,basic.9y,no,unknown,unknown,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,6154
5968,41.0,management,married,unknown,unknown,yes,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,5969
1175,31.0,unemployed,single,professional.course,no,yes,no,cellular,nov,wed,1,0,1,success,-0.1,93.2,-42.0,4.12,5195.8,0.0,1,no,1176
3253,29.0,blue-collar,single,,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,3254
1167,57.0,blue-collar,married,,no,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,1168
8198,35.0,student,single,high.school,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,yes,8199
6325,49.0,blue-collar,married,basic.9y,unknown,no,no,cellular,mar,mon,3,7,2,success,-1.8,93.369,-34.8,0.652,5008.7,0.233333333,10,no,6326
1727,45.0,blue-collar,married,,unknown,yes,yes,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,1728
1936,,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,1937
3080,,entrepreneur,married,,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,3081
3562,,technician,married,,no,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,3563
7458,32.0,blue-collar,single,high.school,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,yes,7459
7837,33.0,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,yes,7838
7275,40.0,admin.,married,university.degree,no,no,no,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,7276
6531,42.0,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,6532
2149,,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,2150
609,,unemployed,married,basic.9y,no,no,yes,cellular,apr,mon,1,9,1,success,-1.8,93.075,-47.1,1.466,5099.1,0.3,2,no,610
5252,,admin.,single,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,5253
7097,35.0,technician,single,professional.course,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,7098
7776,35.0,admin.,single,,no,yes,no,cellular,jul,,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,yes,7777
6097,,housemaid,married,basic.6y,unknown,no,no,telephone,may,fri,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6098
101,,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,102
4413,,self-employed,single,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,4414
7673,32.0,unemployed,single,,no,yes,yes,cellular,jun,,1,999,0,nonexistent,-1.7,94.055,-39.8,0.704,4991.6,999.0,0,yes,7674
4723,,blue-collar,single,,unknown,no,no,cellular,may,wed,2,999,2,failure,-1.8,92.893,-46.2,1.281,5099.1,999.0,4,no,4724
5439,51.0,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,5440
6785,23.0,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,6786
2557,26.0,blue-collar,single,basic.6y,no,no,no,telephone,jun,,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,2558
6784,35.0,admin.,single,,no,no,no,cellular,aug,,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,no,6785
603,39.0,admin.,single,university.degree,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,604
5364,58.0,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,no,5365
7320,48.0,technician,married,high.school,no,yes,no,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,999.0,0,yes,7321
8025,,admin.,single,,no,no,no,cellular,sep,thu,1,12,1,success,-1.1,94.199,-37.5,0.879,4963.6,0.4,2,yes,8026
6868,32.0,admin.,single,,no,yes,yes,telephone,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,no,6869
3829,27.0,technician,single,,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,no,3830
3472,33.0,admin.,single,university.degree,no,no,no,cellular,apr,mon,1,999,2,failure,-1.8,93.749,-34.6,0.642,5008.7,999.0,0,no,3473
979,45.0,blue-collar,married,,no,no,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999.0,1,no,980
4893,40.0,blue-collar,married,high.school,no,yes,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,4894
2107,58.0,retired,married,,unknown,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,2108
4294,60.0,entrepreneur,married,,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,4295
5636,33.0,technician,married,high.school,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,5637
3066,33.0,admin.,married,,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,3067
2923,46.0,management,married,basic.9y,no,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999.0,0,no,2924
7107,53.0,retired,divorced,high.school,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,7108
6475,32.0,blue-collar,single,professional.course,no,no,no,cellular,may,tue,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999.0,3,no,6476
2260,56.0,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,2261
6931,55.0,entrepreneur,married,professional.course,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,6932
1852,54.0,blue-collar,married,,unknown,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,1853
1591,29.0,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1592
1227,25.0,technician,single,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,1228
6321,27.0,technician,married,professional.course,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,no,6322
2375,53.0,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,no,2376
657,30.0,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,658
1490,50.0,unknown,married,unknown,unknown,yes,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,1491
1028,44.0,admin.,married,,no,no,no,telephone,jun,fri,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,1029
3928,35.0,management,married,university.degree,no,no,no,cellular,nov,tue,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,0.1,10,no,3929
462,32.0,admin.,single,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,463
5644,50.0,entrepreneur,married,,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,5645
3378,32.0,services,married,,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,3379
8182,45.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,yes,8183
7557,30.0,management,single,,no,no,yes,telephone,may,,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,yes,7558
3565,39.0,housemaid,single,,unknown,no,no,telephone,jul,tue,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,3566
7886,35.0,technician,married,university.degree,no,unknown,unknown,cellular,aug,,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,yes,7887
5406,50.0,self-employed,married,high.school,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999.0,0,no,5407
1239,,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,1240
2781,37.0,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,2782
8079,,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,yes,8080
6542,,blue-collar,married,,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,999.0,3,no,6543
4674,44.0,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no,4675
1513,55.0,self-employed,married,unknown,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1514
249,30.0,blue-collar,single,university.degree,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,999.0,0,no,250
6283,37.0,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6284
6235,34.0,admin.,single,high.school,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,6236
5123,,technician,divorced,professional.course,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,5124
4328,48.0,admin.,married,,no,yes,no,telephone,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,4329
4805,47.0,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,4806
6023,46.0,admin.,married,high.school,unknown,unknown,unknown,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,no,6024
4409,,services,married,high.school,unknown,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,4410
6590,30.0,management,married,university.degree,no,no,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,6591
291,35.0,management,married,university.degree,no,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,292
3017,46.0,blue-collar,married,,unknown,yes,yes,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,3018
3417,45.0,admin.,married,unknown,unknown,no,no,cellular,aug,thu,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,3418
1366,,management,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,1367
5273,34.0,self-employed,single,university.degree,no,no,no,telephone,apr,tue,6,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,999.0,0,no,5274
3418,,student,single,university.degree,no,yes,no,telephone,aug,wed,1,999,0,nonexistent,-1.7,94.027,-38.3,0.89,4991.6,999.0,0,no,3419
8196,24.0,entrepreneur,single,university.degree,no,yes,no,cellular,jul,,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,yes,8197
